station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,feel
8A0,1/2/16 4:35,35.6,32,86.59,0,0,0,30.32,10,35.6
4A6,1/2/16 4:55,33.8,32,93.03,0,0,0,30.35,10,33.8
8A0,1/2/16 4:55,35.6,32,86.59,350,3,0,30.32,10,32.8
4A6,1/2/16 5:15,33.8,32,93.03,0,0,0,30.35,10,33.8
8A0,1/2/16 5:15,35.6,32,86.59,320,3,0,30.32,10,32.8
4A6,1/2/16 5:35,33.8,32,93.03,0,0,0,30.35,10,33.8
8A0,1/2/16 5:35,35.6,32,86.59,310,4,0,30.32,10,31.62
8A0,1/2/16 5:55,35.6,32,86.59,310,4,0,30.31,10,31.62
4A6,1/2/16 5:55,32,32,100,0,0,0,30.34,10,32
8A0,1/2/16 6:15,35.6,32,86.59,300,5,0,30.31,10,30.67
4A6,1/2/16 6:15,32,32,100,0,0,0,30.34,10,32
8A0,1/2/16 6:35,33.8,32,93.03,310,5,0,30.29,10,28.53
4A6,1/2/16 6:35,32,32,100,0,0,0,30.33,10,32
4A6,1/2/16 6:55,32,32,100,0,0,0,30.33,10,32
8A0,1/2/16 6:55,33.8,32,93.03,320,3,0,30.29,10,30.75
4A6,1/2/16 7:15,32,30.2,92.97,0,0,0,30.33,10,32
8A0,1/2/16 7:15,33.8,32,93.03,320,4,0,30.29,10,29.52
4A6,1/2/16 7:35,32,30.2,92.97,0,0,0,30.33,10,32
8A0,1/2/16 7:35,33.8,32,93.03,320,5,0,30.29,10,28.53
4A6,1/2/16 7:55,32,30.2,92.97,0,0,0,30.34,10,32
8A0,1/2/16 7:55,33.8,32,93.03,330,6,0,30.3,10,27.7
4A6,1/2/16 8:15,32,30.2,92.97,0,0,0,30.33,10,32
8A0,1/2/16 8:15,33.8,32,93.03,340,7,0,30.29,10,26.97
4A6,1/2/16 8:35,32,30.2,92.97,0,0,0,30.34,9,32
8A0,1/2/16 8:35,33.8,32,93.03,340,5,0,30.29,10,28.53
4A6,1/2/16 8:55,32,30.2,92.97,0,0,0,30.33,10,32
8A0,1/2/16 8:55,33.8,32,93.03,360,4,0,30.29,10,29.52
8A0,1/2/16 9:15,33.8,32,93.03,340,4,0,30.3,10,29.52
4A6,1/2/16 9:15,32,30.2,92.97,0,0,0,30.33,10,32
4A6,1/2/16 9:35,32,28.4,86.39,0,0,0,30.34,10,32
8A0,1/2/16 9:35,33.8,32,93.03,330,3,0,30.3,10,30.75
8A0,1/2/16 9:55,32,32,100,360,5,0,30.29,10,26.4
4A6,1/2/16 9:55,32,30.2,92.97,0,0,0,30.33,10,32
8A0,1/2/16 10:15,32,32,100,360,4,0,30.29,10,27.42
4A6,1/2/16 10:15,32,30.2,92.97,0,0,0,30.32,9,32
4A6,1/2/16 10:35,30.2,30.2,100,0,0,0,30.33,9,30.2
8A0,1/2/16 10:35,32,32,100,360,4,0,30.29,10,27.42
4A6,1/2/16 10:55,30.2,30.2,100,0,0,0,30.33,9,30.2
8A0,1/2/16 10:55,32,32,100,360,4,0,30.29,10,27.42
4A6,1/2/16 11:15,30.2,30.2,100,0,0,0,30.32,8,30.2
8A0,1/2/16 11:15,32,32,100,0,0,0,30.29,10,32
8A0,1/2/16 11:35,30.2,30.2,100,0,0,0,30.3,10,30.2
4A6,1/2/16 11:35,30.2,30.2,100,0,0,0,30.32,9,30.2
8A0,1/2/16 11:55,32,32,100,0,0,0,30.3,10,32
4A6,1/2/16 11:55,30.2,30.2,100,0,0,0,30.34,10,30.2
4A6,1/2/16 12:15,30.2,28.4,92.92,0,0,0,30.35,10,30.2
8A0,1/2/16 12:15,32,32,100,360,7,0,30.3,10,24.78
8A0,1/2/16 12:35,32,30.2,92.97,10,6,0,30.3,10,25.53
4A6,1/2/16 12:35,28.4,28.4,100,0,0,0,30.35,10,28.4
8A0,1/2/16 12:55,32,30.2,92.97,360,5,0,30.31,10,26.4
4A6,1/2/16 12:55,28.4,28.4,100,0,0,0,30.35,10,28.4
4A6,1/2/16 13:15,28.4,28.4,100,0,0,0,30.35,7,28.4
8A0,1/2/16 13:15,32,30.2,92.97,360,4,0,30.31,10,27.42
4A6,1/2/16 13:35,28.4,28.4,100,0,0,0,30.36,7,28.4
8A0,1/2/16 13:35,32,30.2,92.97,10,4,0,30.31,10,27.42
4A6,1/2/16 13:55,30.2,28.4,92.92,0,0,0,30.36,9,30.2
8A0,1/2/16 13:55,32,32,100,20,4,0,30.32,10,27.42
4A6,1/2/16 14:15,30.2,28.4,92.92,0,0,0,30.37,10,30.2
8A0,1/2/16 14:15,32,32,100,10,4,0,30.33,10,27.42
4A6,1/2/16 14:35,32,28.4,86.39,0,0,0,30.37,10,32
8A0,1/2/16 14:35,33.8,32,93.03,360,4,0,30.33,10,29.52
4A6,1/2/16 14:55,33.8,30.2,86.49,0,0,0,30.38,10,33.8
8A0,1/2/16 14:55,33.8,32,93.03,20,5,0,30.32,10,28.53
4A6,1/2/16 15:15,33.8,28.4,80.36,60,3,0,30.37,10,30.75
8A0,1/2/16 15:15,35.6,32,86.59,360,4,0,30.33,10,31.62
8A0,1/2/16 15:35,35.6,32,86.59,10,4,0,30.33,10,31.62
4A6,1/2/16 15:35,35.6,28.4,74.8,50,3,0,30.37,10,32.8
4A6,1/2/16 15:55,37.4,28.4,69.67,0,0,0,30.38,10,37.4
8A0,1/2/16 15:55,35.6,32,86.59,40,6,0,30.34,10,29.87
4A6,1/2/16 16:15,37.4,26.6,64.7,50,3,0,30.37,10,34.86
8A0,1/2/16 16:15,37.4,32,80.65,30,8,0,30.32,10,30.76
4A6,1/2/16 16:35,39.2,28.4,64.93,0,0,0,30.36,10,39.2
8A0,1/2/16 16:35,37.4,30.2,74.98,360,7,0,30.31,10,31.36
4A6,1/2/16 16:55,39.2,26.6,60.29,30,3,0,30.34,10,36.92
8A0,1/2/16 16:55,39.2,30.2,69.88,350,6,0,30.31,10,34.2
8A0,1/2/16 17:15,41,32,70.08,350,7,0,30.29,10,35.75
4A6,1/2/16 17:15,41,26.6,56.22,0,0,0,30.33,10,41
4A6,1/2/16 17:35,42.8,26.6,52.45,0,0,0,30.32,10,42.8
8A0,1/2/16 17:35,41,32,70.08,340,7,0,30.29,10,35.75
4A6,1/2/16 17:55,42.8,26.6,52.45,330,4,0,30.29,10,40.03
8A0,1/2/16 17:55,41,32,70.08,340,5,0,30.26,10,37.08
4A6,1/2/16 18:15,44.6,26.6,48.96,0,0,0,30.27,10,44.6
8A0,1/2/16 18:15,41,32,70.08,310,3,0,30.26,10,38.98
8A0,1/2/16 18:35,41,32,70.08,310,4,0,30.25,10,37.93
4A6,1/2/16 18:35,44.6,24.8,45.44,20,3,0,30.26,10,43.09
8A0,1/2/16 18:55,42.8,32,65.38,310,5,0,30.24,10,39.22
4A6,1/2/16 18:55,46.4,24.8,42.44,170,3,0,30.25,10,45.15
8A0,1/2/16 19:15,42.8,30.2,60.79,320,5,0,30.22,10,39.22
4A6,1/2/16 19:15,46.4,24.8,42.44,230,5,0,30.24,10,43.5
8A0,1/2/16 19:35,42.8,30.2,60.79,330,5,0,30.22,10,39.22
4A6,1/2/16 19:35,46.4,24.8,42.44,200,3,0,30.23,10,45.15
4A6,1/2/16 19:55,48.2,24.8,39.66,240,3,0,30.23,10,47.21
8A0,1/2/16 19:55,44.6,32,61.03,350,5,0,30.22,10,41.36
4A6,1/2/16 20:15,48.2,26.6,42.73,200,5,0,30.22,10,45.63
8A0,1/2/16 20:15,44.6,30.2,56.74,300,3,0,30.2,10,43.09
4A6,1/2/16 20:35,48.2,26.6,42.73,200,6,0,30.22,10,45.04
8A0,1/2/16 20:35,44.6,30.2,56.74,300,4,0,30.2,10,42.13
4A6,1/2/16 20:55,48.2,26.6,42.73,190,6,0,30.21,10,45.04
8A0,1/2/16 20:55,44.6,30.2,56.74,330,3,0,30.2,10,43.09
4A6,1/2/16 21:15,46.4,26.6,45.73,200,4,0,30.2,10,44.24
8A0,1/2/16 21:15,44.6,32,61.03,320,5,0,30.19,10,41.36
8A0,1/2/16 21:35,44.6,32,61.03,310,5,0,30.19,10,41.36
4A6,1/2/16 21:35,46.4,26.6,45.73,190,7,0,30.2,10,42.33
8A0,1/2/16 21:55,44.6,32,61.03,320,3,0,30.19,10,43.09
4A6,1/2/16 21:55,46.4,28.4,49.24,200,4,0,30.2,10,44.24
4A6,1/2/16 22:15,46.4,28.4,49.24,200,5,0,30.21,10,43.5
8A0,1/2/16 22:15,42.8,32,65.38,0,0,0,30.2,10,42.8
8A0,1/2/16 22:35,42.8,32,65.38,280,4,0,30.19,10,40.03
4A6,1/2/16 22:35,46.4,24.8,42.44,240,5,0,30.21,10,43.5
4A6,1/2/16 22:55,44.6,23,42.14,270,5,0,30.21,10,41.36
8A0,1/2/16 22:55,41,32,70.08,280,5,0,30.19,10,37.08
4A6,1/2/16 23:15,44.6,23,42.14,290,3,0,30.21,10,43.09
8A0,1/2/16 23:15,41,30.2,65.16,290,4,0,30.19,10,37.93
8A0,1/2/16 23:35,39.2,30.2,69.88,290,4,0,30.19,10,35.83
4A6,1/2/16 23:35,44.6,23,42.14,0,0,0,30.21,10,44.6
4A6,1/2/16 23:55,41,26.6,56.22,0,0,0,30.21,10,41
8A0,1/2/16 23:55,39.2,30.2,69.88,300,4,0,30.19,10,35.83
4A6,1/3/16 0:15,39.2,28.4,64.93,320,3,0,30.21,10,36.92
8A0,1/3/16 0:15,39.2,30.2,69.88,290,4,0,30.19,10,35.83
4A6,1/3/16 0:35,37.4,28.4,69.67,0,0,0,30.22,10,37.4
8A0,1/3/16 0:35,37.4,30.2,74.98,310,4,0,30.19,10,33.73
8A0,1/3/16 0:55,37.4,30.2,74.98,300,3,0,30.2,10,34.86
4A6,1/3/16 0:55,37.4,28.4,69.67,0,0,0,30.22,10,37.4
8A0,1/3/16 1:15,37.4,30.2,74.98,290,4,0,30.19,10,33.73
4A6,1/3/16 1:15,37.4,28.4,69.67,230,3,0,30.22,10,34.86
8A0,1/3/16 1:35,37.4,30.2,74.98,280,4,0,30.2,10,33.73
4A6,1/3/16 1:35,33.8,26.6,74.63,0,0,0,30.22,10,33.8
8A0,1/3/16 1:55,35.6,32,86.59,280,4,0,30.2,10,31.62
4A6,1/3/16 1:55,33.8,28.4,80.36,0,0,0,30.22,10,33.8
4A6,1/3/16 2:15,33.8,28.4,80.36,0,0,0,30.22,10,33.8
8A0,1/3/16 2:15,37.4,30.2,74.98,280,3,0,30.2,10,34.86
8A0,1/3/16 2:35,35.6,30.2,80.51,260,3,0,30.2,10,32.8
4A6,1/3/16 2:35,32,28.4,86.39,0,0,0,30.23,10,32
4A6,1/3/16 2:55,32,28.4,86.39,0,0,0,30.23,10,32
8A0,1/3/16 2:55,35.6,30.2,80.51,260,3,0,30.2,10,32.8
8A0,1/3/16 3:15,35.6,30.2,80.51,260,4,0,30.19,10,31.62
4A6,1/3/16 3:15,32,28.4,86.39,0,0,0,30.23,10,32
8A0,1/3/16 3:35,35.6,32,86.59,270,5,0,30.19,10,30.67
4A6,1/3/16 3:35,32,28.4,86.39,0,0,0,30.23,10,32
4A6,1/3/16 3:55,32,28.4,86.39,0,0,0,30.22,10,32
8A0,1/3/16 3:55,35.6,30.2,80.51,270,5,0,30.19,10,30.67
4A6,1/3/16 4:15,32,28.4,86.39,0,0,0,30.21,10,32
8A0,1/3/16 4:15,35.6,30.2,80.51,0,0,0,30.19,10,35.6
4A6,1/3/16 4:35,32,28.4,86.39,0,0,0,30.21,10,32
8A0,1/3/16 4:35,33.8,30.2,86.49,290,3,0,30.18,10,30.75
4A6,1/3/16 4:55,30.2,28.4,92.92,0,0,0,30.21,10,30.2
8A0,1/3/16 4:55,33.8,32,93.03,290,3,0,30.18,10,30.75
8A0,1/3/16 5:15,32,30.2,92.97,0,0,0,30.18,10,32
4A6,1/3/16 5:15,30.2,28.4,92.92,0,0,0,30.21,10,30.2
4A6,1/3/16 5:35,30.2,28.4,92.92,0,0,0,30.2,10,30.2
8A0,1/3/16 5:35,33.8,30.2,86.49,0,0,0,30.17,10,33.8
4A6,1/3/16 5:55,30.2,28.4,92.92,0,0,0,30.2,10,30.2
8A0,1/3/16 5:55,33.8,32,93.03,0,0,0,30.17,10,33.8
4A6,1/3/16 6:15,28.4,28.4,100,0,0,0,30.2,10,28.4
8A0,1/3/16 6:15,32,32,100,300,4,0,30.17,10,27.42
4A6,1/3/16 6:35,28.4,28.4,100,0,0,0,30.19,10,28.4
8A0,1/3/16 6:35,32,30.2,92.97,300,6,0,30.17,10,25.53
4A6,1/3/16 6:55,28.4,28.4,100,0,0,0,30.2,10,28.4
8A0,1/3/16 6:55,33.8,30.2,86.49,300,4,0,30.17,10,29.52
8A0,1/3/16 7:15,33.8,30.2,86.49,310,4,0,30.16,10,29.52
4A6,1/3/16 7:15,28.4,28.4,100,0,0,0,30.2,10,28.4
8A0,1/3/16 7:35,35.6,30.2,80.51,320,5,0,30.16,10,30.67
4A6,1/3/16 7:35,28.4,28.4,100,0,0,0,30.19,10,28.4
8A0,1/3/16 7:55,35.6,30.2,80.51,310,6,0,30.17,10,29.87
4A6,1/3/16 7:55,28.4,28.4,100,0,0,0,30.2,10,28.4
8A0,1/3/16 8:15,35.6,30.2,80.51,310,5,0,30.16,10,30.67
4A6,1/3/16 8:15,28.4,28.4,100,0,0,0,30.2,10,28.4
4A6,1/3/16 8:35,28.4,28.4,100,0,0,0,30.2,10,28.4
8A0,1/3/16 8:35,35.6,30.2,80.51,320,6,0,30.15,10,29.87
8A0,1/3/16 8:55,35.6,30.2,80.51,300,6,0,30.16,10,29.87
4A6,1/3/16 8:55,28.4,28.4,100,0,0,0,30.2,10,28.4
8A0,1/3/16 9:15,35.6,30.2,80.51,290,5,0,30.15,10,30.67
4A6,1/3/16 9:15,28.4,28.4,100,0,0,0,30.19,10,28.4
